Aleph system no.;Country code;Language code (008);Language code (041);DDC;Personal author;Corporate author;Title;Edition;Imprint;Series;Subjects;Other personal authors;Other corporate authors;DOM ID;Type;Genre;first_pdf
14805618;|||;eng;;;BONNEY, Thomas George.;;The Alpine Regions of Switzerland and the neighbouring countries. A pedestrian's notes on their physical features, scenery, and natural history ... With illustrations by E. Whymper. [electronic resource];;Cambridge : Deighton, Bell & Co., 1868.;;;WHYMPER, Edward.;;lsidyv3becb649;story;Prose;lsidyv3becb649
14939494;|||;eng;;;FREEMAN, Edward Augustus.;;[The History of the Norman Conquest of England, its causes and its results.] [electronic resource];Third edition, revised. vol. 1, 2.;Oxford, 1877.;;;;;lsidyv386a29a7 -- lsidyv386a4a87;story;Prose;lsidyv386a29a7
14828093;|||;eng;;;REDFERN, Francis.;;"History of the Town of Uttoxeter; with notices of places in its neighbourhood. [electronic resource]";;London, 1865.;;;;;lsidyv3c4d30a3;story;Prose;lsidyv3c4d30a3
14880318;|||;eng;;;SIMONDE DE SISMONDI, Jean Charles Léonard.;;The History of the French ... Translated by W. Bellingham. [electronic resource];;London, 1849, 50.;;;BELLINGHAM, William, of Lincoln's Inn.;;lsidyv2af98846;story;Prose;lsidyv2af98846
14872367;|||;eng;;;MIKHAILOVSKY-DANILEVSKY, Aleksandr Ivanovich, General.;;"History of the Campaign in France in the year 1814; translated from the Russian. [electronic resource]";;London, 1839.;;;;;lsidyv370ba897;story;Prose;lsidyv370ba897
14871506;|||;eng;;;Crowe, Eyre Evans, 1799-1868.;;History of the Reigns of Louis XVIII. and Charles X. [electronic resource];;London : Richard Bentley, 1854.;;;;;lsidyv374bc208 -- lsidyv32d3ea1b;story;Prose;lsidyv374bc208
14807879;|||;eng;;;COOK, Theodore Andrea, Sir.;;Old Touraine. The life and history of the famous châteaux of France. [electronic resource];;London : Percival & Co., 1892.;;;;;lsidyv3bbaf7a9 -- lsidyv3bbb036e;story;Prose;lsidyv3bbaf7a9
14806128;|||;eng;;;Brown, Robert, 1842-1895.;;[Our Earth and its Story: a popular treatise on physical geography. Edited by R. Brown. With ... coloured plates and maps, etc.] [electronic resource];;London, 1899.;;;;;lsidyv35bb774f -- lsidyv3bdc4a3e -- lsidyv3bdc68d2;story;Prose;lsidyv35bb774f
14879801;|||;eng;;;GROTE, George.;;History of Greece ... A new edition. With portrait, map and plans. [electronic resource];;London : John Murray, 1888 ([Aberdeen printed]);;;;;lsidyv32c2c365 -- lsidyv3099ffbd -- lsidyv309a346f -- lsidyv376e0467 -- lsidyv309a51bc -- lsidyv376e1f13 -- lsidyv3099ad2d -- lsidyv3159f92a -- lsidyv32c2aabb -- lsidyv3789f43f;story;Prose;lsidyv32c2c365
14809252;|||;eng;;;DOBSON, William, of Preston.;;The story of our Town Hall. [electronic resource];;Preston : W. Dobson, 1879.;;;;;lsidyv2c25dfc1;story;Prose;lsidyv2c25dfc1
14808650;|||;eng;;;DARBY, William, Surveyor.;;Memoir of the Geography, and Natural and Civil History of Florida, attended by a map ... and an appendix, containing the treaty of cession, and other papers relative to the subject. [electronic resource];;Philadelphia : T. H. Palmer, 1821.;;;;;lsidyv3083ffc0;story;Prose;lsidyv3083ffc0
14806986;|||;eng;;;CASSAVETTI, Cécile.;;Anthea. A true story of the Greek War of Independence. [electronic resource];;London : Cassell & Co., [1892.].;;;;;lsidyv38e6a194;story;Prose;lsidyv38e6a194
15173984;|||;eng;;;BANCROFT, Hubert Howe.;;History of Utah ... 1540-1887. [With a bibliography.] [electronic resource];;San Francisco : History Co., 1890.;;;;;lsidyv38da02a6;story;Prose;lsidyv38da02a6
14872818;|||;eng;;;SÉGUR, Philippe Paul de, Count.;;[History of the Expedition to Russia, undertaken by the Emperor Napoleon in the year 1812.] [electronic resource];Sixth edition ... To which is prefixed a biographical sketch of the author.;London, 1827.;;;;;lsidyv3752a5af -- lsidyv375286dc;story;Prose;lsidyv3752a5af
14828748;|||;eng;;;RUSTOFF, Michael.;;"What will Mrs. Grundy say?; or, a Calamity on two Legs, etc. [A romance.] [electronic resource]";;London : Simpkin & Marshall, 1891.;;;;;lsidyv38e1b115;romance;Prose;lsidyv38e1b115
14826570;|||;eng;;;O'BYRNE, M. L.;;Lord Roche's Daughters of Fermoy. An historical romance ... founded upon authentic incidents of the Cromwellian era, etc. [electronic resource];;Dublin : Sealy, Bryers and Walker, 1892.;;;;;lsidyv38e11b1d;romance;Prose;lsidyv38e11b1d
14828315;enk;eng;;;Rymer, James Malcolm, ca. 1814-1884;;"The Bridal ring; or, The Maiden's sacrifice. A domestic romance. By the author of Love and mystery; or, Married and single."" [i.e. J. M. Rymer]. [electronic resource]""";;London : Published by E. Lloyd ... , [1851].;;English fiction;;;lsidyv39c5cda4;romance;Prose;lsidyv39c5cda4
14813378;|||;eng;;;HINTON, Richard Josiah.;;The Hand-book to Arizona: its resources, history ... and scenery. ... Illustrated. Accompanied with a new map of the territory. [electronic resource];;San Francisco : App. ci. Payot, Upham & Co., 1878.;;;;;lsidyv2b67d504;story;Prose;lsidyv2b67d504
14880339;|||;eng;;;SPIERS, Victor Julian Taylor.;;History and Literature of France in synoptic tables and essays on the chief characters and epochs. [electronic resource];;London : Rivington & Co., 1894.;;;;;lsidyv317bd242;story;Prose;lsidyv317bd242
14885807;|||;eng;;;Abbott, Evelyn, 1843-1901.;;A History of Greece. Part I. From the earliest times to the Ionian Revolt. [electronic resource];;London : Rivingtons, 1888.;;;;;lsidyv376da437;story;Prose;lsidyv376da437
14806664;|||;eng;;;CALDER, James Tait.;;[Sketch of the Civil and Traditional History of Caithness, from the Tenth Century.] [electronic resource];Second edition. With historical notes by Thomas Sinclair ... Maps and illustrations.;Wick : William Rae, 1887.;;;SINCLAIR, Thomas, M.A., of London.;;lsidyv2ae50741;story;Prose;lsidyv2ae50741
14767851;|||;eng;;;JOHNSTONE, Thomas, Minister, of Berwick.;;The history of Berwick-upon-Tweed and its vicinity. To which is added a correct copy [or rather, translation] of the Charter granted to that borough. [electronic resource];;Berwick : J. Reid and J. Wilson, 1817.;;;;;lsidyv3c3714b3;story;Prose;lsidyv3c3714b3
15174054;|||;eng;;;MACMASTER, John Bach.;;[A history of the people of the United States, from the Revolution to the Civil War.] [electronic resource];Third edition. vol. 1.;London : Warne & Co., [1883];;;;;lsidyv38d844d7;story;Prose;lsidyv38d844d7
14880384;|||;eng;;;Thomson, Basil, 1861-1939.;;The Diversions of a Prime Minister, etc. (A sketch of the history of Tonga.). [electronic resource];;"Edinburgh ; London : W. Blackwood & Sons, 1894.";;;Simpson, Donald Herbert.;;lsidyv3144ab3a;story;Prose;lsidyv3144ab3a
14891273;|||;eng;;;GORDON, James Bentley.;;A history of the British Islands ... from the earliest accounts to the present time, etc. [electronic resource];;Dublin, 1815.;;;;;lsidyv3e24f831 -- lsidyv3dff2e56;story;Prose;lsidyv3e24f831
14805209;|||;eng;;;BEVERIDGE, Henry, of the Bengal Civil Service.;;The District of Bákarganj. Its history and statistics. [electronic resource];;London : Trübner & Co., 1876.;;;;;lsidyv390b83e3;story;Prose;lsidyv390b83e3
14810799;|||;eng;;;FISHWICK, Henry.;;The History of the Parish of Rochdale in the county of Lancaster. [electronic resource];;Rochdale : J. Clegg, 1889.;;;;;lsidyv2b5abcdf -- lsidyv359b8aba;story;Prose;lsidyv2b5abcdf
14805087;|||;eng;;;BENNETT, George, Esq., B.L.;;The History of Bandon, and the principal towns in the West Riding of County Cork. Enlarged edition, with ... illustrations [and a portrait]. [electronic resource];;Cork : Francis Guy, 1869.;;;;;lsidyv3c3c3a75;story;Prose;lsidyv3c3c3a75
14818654;|||;eng;;;MARTIN, Mary Emma.;;An Unlessoned Girl. [A novel.] [electronic resource];;"London; Belfast [printed] : Marcus Ward & Co., 1881.";;;;;lsidyv353adbbc -- lsidyv353ae1a6;novel;Prose;lsidyv353adbbc
14862200;|||;eng;;;PLATTS, John, Unitarian Minister.;;"The Manners and Customs of all nations; also, remarkable biographies, notable histories, eccentric sects, ... &c. being a compendium of universal information, etc. [electronic resource]";;London, [1827];;;;;lsidyv36778556;story;Prose;lsidyv36778556
14885522;|||;eng;;;MACCALL, Hugh.;;The History of Georgia, containing brief sketches of the most remarkable events, up to the present day. [electronic resource];;Savannah, 1811-16.;;;;;lsidyv37c8eb86 -- lsidyv37bea61d -- lsidyv376d7e76;story;Prose;lsidyv37c8eb86
15115541;|||;eng;;;ARNOLD, Isaac Newton.;;The History of Abraham Lincoln, and the overthrow of slavery. [With a portrait.] [electronic resource];;Chicago : Clarke & Co., 1866.;;;;;lsidyv38cad7ce;story;Prose;lsidyv38cad7ce
14823612;|||;eng;;;Pulman, G. P. R. (George Philip Rigney), 1819-1880;;[The Book of the Axe: containing a Piscatorial Description of that stream, and a history of all the Parishes and remarkable spots upon its banks.] [electronic resource];Fourth edition, re-written and ... enlarged.;London, 1875, [1873-75].;;;;;lsidyv2b5b6440 -- lsidyv2ae4be88;story;Prose;lsidyv2b5b6440
14891447;|||;eng;;;LONGMAN, William, President of the Alpine Club.;;Lectures on the History of England, etc. Lectures I.-V. [electronic resource];;London : Longmans & Co., 1859.;;;;;lsidyv37bd8d02;story;Prose;lsidyv37bd8d02
14872479;|||;eng;;;NORTH, James W.;;"The History of Augusta from the earliest settlement to the present time: with notices of the Plymouth Company, and settlements on the Kennebec; together with biographical sketches and genealogical register. [electronic resource]";;Angusta [Mo.], 1870.;;;;;lsidyv372760f8 -- lsidyv37276fcb;story;Prose;lsidyv372760f8
14872992;|||;eng;;;TREVOR-BATTYE, Aubyn Bernard Rochford.;;Ice-Bound on Kolguev. A chapter in the exploration of Arctic Europe, to which is added a record of the natural history of the island ... With numerous illustrations by J. T. Nettleship, C. Whymper, and the author, and three maps. [electronic resource];;London : A. Constable and Co., 1895.;;;BATTYE, Aubyn Bernard Rochford Trevor. -- NETTLESHIP, John Trivett. -- WHYMPER, Charles.;;lsidyv3718789e;story;Prose;lsidyv3718789e
14824548;|||;eng;;;TURNER, Joseph Horsfall.;;"The Old History of Bradford, 1776; with the Memoirs of General Fairfax ... the Sieges of Manchester, Preston, &c.; the Sore Calamities at the Taking of Bradford [by J. Lister]; and the Life of Oliver Cromwell ... Edited, with additions, by J. H. Turner. [Reprints. With illustrations.] [electronic resource]";;Idle : Printed for the Editor, 1894.;;;;;lsidyv301cdc47;story;Prose;lsidyv301cdc47
14880288;|||;eng;;;SCHMITZ, Leonhard.;;A History of Rome, from the earliest times to the death of Commodus. [electronic resource];;London, 1847.;;;;;lsidyv32c1c78a;story;Prose;lsidyv32c1c78a
14822887;|||;eng;;;BLAKEWAY, John Brickdale.;;History of Shrewsbury Hundred or Liberties ... Edited from the original MS. in the Bodleian Library by the Rev. W. G. D. Fletcher ... Reprinted from the Shropshire Archæological Transactions. [electronic resource];;Oswestry : Woodall, Minshall & Co., 1897.;;;FLETCHER, William George Dimock.;;lsidyv31438ea2;story;Prose;lsidyv31438ea2
